,GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,NAME_E,fire_per_tract,total_males,total_females,total_pop,pop_above_25,educ_pop_above_25_HS_or_above,educ_pop_above_25_bach_or_above,med_income_past_12_month,num_HH,total_fam_HH_householder,total_nonfam_HH_householder,total_pop_over16,total_pop_over16_labor_force,total_pop_over16_NOT_labor_force,total_housing_units,total_occupied_housing_units,total_vacant_housing_units,av_HH_size_total,av_HH_size_owner,av_HH_size_renter,med_yr_built,med_rent,med_house_value_owner,male_per_HH,female_per_HH,educ_HS_per_HH,educ_bach_per_HH,med_pop_per_HH,famHH_per_HH,non-famHH_per_HH,pop_over16_per_HH,pop_over16_labor_force_per_HH,pop_over16_NOT_labor_force_per_HH,occupied_HH_per_total_housing_units,vacancy_per_total_housing_unit,prediction,fire_score
180,G1700310031300,2011-2015,Illinois,17,Cook County,31,31300,"Census Tract 313, Cook County, Illinois",47,3748,4048,7796,6298,5621,2828,-0.545796066,4101,1331,2770,6819,4240,2579,4245,4101,144,1.77,-1.614175798,-1.123649536,0.176545878,-0.604704458,-0.688953906,-0.485135095,-1.118887199,-0.230622262,0.347951021,-0.754716651,-1.533223495,1.533223495,1.662765179,-1.153359375,-0.184675401,1.157108645,-1.157108645,38.01838871,0.009270517
181,G1700310190602,2011-2015,Illinois,17,Cook County,31,190602,"Census Tract 1906.02, Cook County, Illinois",47,2931,2503,5434,3537,2184,491,-0.055166019,1386,1187,199,4336,3135,1201,1530,1386,144,3.73,1.220565474,1.657263514,-0.686594065,-0.082103715,-0.359959339,0.778731668,0.868162165,0.253134034,-0.506954546,0.898475523,1.60841419,-1.60841419,3.128427128,2.526119987,0.049210167,0.489217117,-0.489217117,19.66841934,0.014190779
182,G1700310242000,2011-2015,Illinois,17,Cook County,31,242000,"Census Tract 2420, Cook County, Illinois",47,2555,2365,4920,3820,3049,2014,0.424491592,2051,770,1281,4322,3347,975,2265,2051,214,2.35,0.219238955,-0.662493101,1.106081201,-0.193591874,1.573457572,-0.135896453,-0.716013131,0.042841333,1.093335465,-0.347212954,-1.232734026,1.232734026,2.107264749,0.638401918,-0.335736311,0.485182953,-0.485182953,22.44169753,0.010941832
183,G1700310242600,2011-2015,Illinois,17,Cook County,31,242600,"Census Tract 2426, Cook County, Illinois",47,3727,2774,6501,4304,3426,1987,0.038043133,2446,1102,1344,5171,3633,1538,2756,2446,310,2.66,0.176929384,-0.061592291,-0.686594065,-0.259787968,0.663749338,0.156682714,-0.762118693,-0.159838546,0.66091687,-0.135223294,-0.789103316,0.789103316,2.114063778,0.199131029,-0.184763308,0.285458959,-0.285458959,27.22297935,0.011129591
184,G1700310252201,2011-2015,Illinois,17,Cook County,31,252201,"Census Tract 2522.01, Cook County, Illinois",47,1209,1703,2912,2021,1377,206,-0.770033454,929,498,431,2409,1072,1337,1099,929,170,2.74,-0.429507804,0.357640832,-0.686594065,-0.510636324,-1.086807801,-0.077307062,0.93425872,0.032575147,-0.844788272,0.255020688,-0.283900286,0.283900286,2.593110872,-0.793700009,0.612795428,-0.182813492,0.182813492,52.38939896,0.056393325
185,G1700310630300,2011-2015,Illinois,17,Cook County,31,630300,"Census Tract 6303, Cook County, Illinois",47,3088,2666,5754,3165,1834,253,-0.161873906,1276,1120,156,3990,2756,1234,1454,1276,178,4.51,2.532162181,2.369959823,-0.022640263,-0.172687844,-0.727974192,1.1001139,1.555940299,-0.073401511,-0.904618342,1.380418546,1.734356941,-1.734356941,3.126959248,2.220407765,0.148178943,0.175181283,-0.175181283,24.20361565,0.018968351
186,G1700310660600,2011-2015,Illinois,17,Cook County,31,660600,"Census Tract 6606, Cook County, Illinois",47,3048,2998,6046,3579,2425,222,-0.782514129,1930,1414,516,4663,2930,1733,2339,1930,409,3.13,0.966708047,0.455461894,0.242941258,-0.367792121,-0.966686529,0.21516355,0.255312027,-0.499873723,-1.116858902,0.253456587,0.877274975,-0.877274975,2.416062176,0.297567106,0.08011762,-0.406662779,0.406662779,32.67965285,0.016932463
187,G1700310835900,2011-2015,Illinois,17,Cook County,31,835900,"Census Tract 8359, Cook County, Illinois",47,1410,1848,3258,1907,1533,378,-1.124544959,1382,641,741,2487,1380,1107,1668,1382,286,2.34,-1.134667324,-0.28518329,2.433988806,-0.838132789,-0.529812348,-0.373212699,-0.269272999,-0.847072216,-0.712796671,-0.381082398,-0.710607202,0.710607202,1.799565847,-1.25925241,-0.015261122,-0.368958167,0.368958167,43.43517012,0.031429211
188,G1700310838000,2011-2015,Illinois,17,Cook County,31,838000,"Census Tract 8380, Cook County, Illinois",47,1385,1543,2928,1878,1556,603,-1.104183737,1277,517,760,2251,1438,813,1363,1277,86,2.29,-0.880809896,-0.410953227,2.500384186,-1.946046363,-0.037850704,-0.305521957,-0.582049994,-0.589485051,-0.206264665,-0.433944208,-1.058905194,1.058905194,1.762725137,-0.877153399,-0.177021252,0.833413272,-0.833413272,30.9464196,0.024233688
189,G1700310839700,2011-2015,Illinois,17,Cook County,31,839700,"Census Tract 8397, Cook County, Illinois",47,2566,2487,5053,3389,2773,1012,-0.156632777,1921,1100,821,3917,2635,1282,2080,1921,159,2.63,0.007691099,-0.201336665,-0.686594065,-0.332952072,0.237586608,-0.041138866,-0.372537896,-0.058743924,-0.067043746,-0.157658245,-0.06795797,0.06795797,2.039042166,-0.141249868,-0.146795561,0.685331968,-0.685331968,28.2397299,0.014700536
190,G1700310843100,2011-2015,Illinois,17,Cook County,31,843100,"Census Tract 8431, Cook County, Illinois",47,847,1084,1931,1112,888,209,-0.780100947,513,423,90,1324,587,737,679,513,166,3.48,1.361597378,1.056362704,-0.686594065,-0.249335953,-0.239072963,0.290732218,1.613497697,0.619251608,-0.371450531,0.770368975,1.420223261,-1.420223261,2.580896686,-0.822702455,0.61030085,-1.179081063,1.179081063,41.68988656,0.081266835
191,G1700310010202,2011-2015,Illinois,17,Cook County,31,10202,"Census Tract 102.02, Cook County, Illinois",46,1215,1089,2304,1680,1407,604,-0.84861269,1022,380,642,1927,1163,764,1227,1022,205,1.95,-1.318008799,-0.8860841,-0.686594065,-0.235399933,-0.600201883,-0.195772894,-0.928439207,-0.216304065,0.096602327,-0.465434852,-1.25403791,1.25403791,1.885518591,-0.841533371,-0.067873224,-0.320264199,0.320264199,42.56774088,0.04165141
192,G1700310140200,2011-2015,Illinois,17,Cook County,31,140200,"Census Tract 1402, Cook County, Illinois",46,3017,2985,6002,3331,2391,992,-0.292223436,1599,898,701,5128,3521,1607,1860,1599,261,2.98,0.515405954,0.42751302,-0.686594065,-0.315532047,-0.392093692,0.538846139,1.015886391,0.063401496,0.171529529,0.761744173,-0.133035903,0.133035903,3.207004378,2.346631525,0.185496579,-0.023444833,0.023444833,26.42544153,0.01652623
193,G1700310261000,2011-2015,Illinois,17,Cook County,31,261000,"Census Tract 2610, Cook County, Illinois",46,1098,1298,2396,1265,880,117,-0.769241629,644,532,112,1634,802,832,908,644,264,3.72,0.317961288,1.964701138,-0.686594065,-0.005455606,-0.890941268,0.347459959,1.376819159,-0.240484541,-0.946936055,0.734650578,1.429234425,-1.429234425,2.537267081,-0.519800912,0.467872385,-1.692484107,1.692484107,48.51017631,0.075326361
194,G1700310250600,2011-2015,Illinois,17,Cook County,31,250600,"Census Tract 2506, Cook County, Illinois",45,2010,2360,4370,2876,2150,396,-0.117230041,1268,928,340,3654,2120,1534,1362,1268,94,3.45,1.276978235,0.301743083,-0.686594065,0.140872602,-0.498443098,0.22137228,1.002314043,0.535737612,-0.613913687,0.510263153,0.872660049,-0.872660049,2.88170347,0.758365712,0.387027778,0.767728084,-0.767728084,29.27003672,0.023083625
195,G1700310260900,2011-2015,Illinois,17,Cook County,31,260900,"Census Tract 2609, Cook County, Illinois",45,806,730,1536,863,674,9,-0.918331024,414,297,117,1098,514,584,611,414,197,3.44,1.883415423,0.832771705,-0.686594065,-0.298112022,-0.889411061,0.602056203,0.764710376,0.37639071,-1.354687712,0.726176874,0.787189017,-0.787189017,2.652173913,-0.531174003,0.584693993,-2.043912518,2.043912518,48.33468841,0.116750455
196,G1700310292400,2011-2015,Illinois,17,Cook County,31,292400,"Census Tract 2924, Cook County, Illinois",45,967,1048,2015,1110,806,90,-1.002339919,638,410,228,1448,644,804,891,638,253,3.15,0.656437858,0.720976206,-0.686594065,-0.029843641,-0.598671676,0.148222307,0.471929029,-0.483727308,-1.050471742,0.274464698,0.345606696,-0.345606696,2.269592476,-1.226737937,0.436637913,-1.61705449,1.61705449,53.32918831,0.083588069
197,G1700310420800,2011-2015,Illinois,17,Cook County,31,420800,"Census Tract 4208, Cook County, Illinois",45,955,1338,2293,1230,1021,221,-0.953171338,772,512,260,1556,963,593,1100,772,328,2.96,0.120516622,0.525334082,-0.022640263,-0.015907621,-0.271207316,-0.1450399,0.691608579,-0.344069438,-0.680284237,0.120493634,0.467164315,-0.467164315,2.015544041,-0.513605444,-0.047618447,-1.774955273,1.774955273,45.2030166,0.05855313
198,G1700310460301,2011-2015,Illinois,17,Cook County,31,460301,"Census Tract 4603.01, Cook County, Illinois",45,1246,1349,2595,1675,1197,221,-0.624940892,928,705,223,2032,1267,765,1346,928,418,2.8,-0.232063138,0.511359644,-0.686594065,-0.608188463,-1.001116193,-0.033866141,0.013363735,-0.421115657,-0.802970508,-0.021830217,1.037088589,-1.037088589,2.189655172,-0.160365294,0.007709451,-1.912182651,1.912182651,37.77404652,0.040704792
199,G1700310671400,2011-2015,Illinois,17,Cook County,31,671400,"Census Tract 6714, Cook County, Illinois",45,856,959,1815,1281,908,56,-0.788132319,563,474,89,1558,693,865,653,563,90,3.22,0.543612334,0.874695018,-0.288221784,0.311588844,-1.236003012,0.153224228,0.619328349,0.340469897,-1.156525006,0.328075336,1.522747252,-1.522747252,2.76731794,-0.563054658,0.708484894,0.004262141,-0.004262141,38.28083945,0.067994386
200,G1700310700501,2011-2015,Illinois,17,Cook County,31,700501,"Census Tract 7005.01, Cook County, Illinois",45,3770,3981,7751,5453,4931,1251,0.758415639,2544,1625,919,6527,4048,2479,2635,2544,91,2.89,0.416683621,-0.83018635,0.64131354,-0.75451667,-0.581839396,0.11269355,0.283195886,1.108139283,-0.156436385,0.183170329,0.32271561,-0.32271561,2.565644654,0.516477023,0.155427284,1.15030891,-1.15030891,24.70606304,0.009711503
201,G1700310833900,2011-2015,Illinois,17,Cook County,31,833900,"Census Tract 8339, Cook County, Illinois",45,1023,1410,2433,1320,854,122,-0.987257532,705,551,154,1805,1023,782,1102,705,397,3.44,0.670541048,1.265979266,-0.686594065,-0.817228759,-0.93761259,0.080218518,1.339138044,-0.606308567,-0.968931006,0.5141035,1.166223484,-1.166223484,2.560283688,0.096603092,0.288061906,-2.463671513,2.463671513,45.11051877,0.063986551
202,G1700310836600,2011-2015,Illinois,17,Cook County,31,836600,"Census Tract 8366, Cook County, Illinois",45,1315,1368,2683,1639,1406,507,-0.404097041,993,511,482,1975,1179,796,1216,993,223,2.69,0.670541048,-0.299157727,-0.686594065,-0.496700304,-0.495382684,-0.053235255,-0.171111947,-0.123855095,-0.108433701,-0.099120937,-0.410649158,0.410649158,1.988922457,-0.693677096,-0.014672348,-0.50127438,0.50127438,39.8526634,0.040133599
203,G1700310030601,2011-2015,Illinois,17,Cook County,31,30601,"Census Tract 306.01, Cook County, Illinois",44,2332,1456,3788,2970,2769,1446,-0.414843242,2007,483,1524,3468,2406,1062,2309,2007,302,1.79,-1.924445986,-0.816211912,0.7741043,-0.395664161,-0.538228488,-0.224098618,-1.753739913,-0.209325834,0.42670422,-0.765853677,-2.028789487,2.028789487,1.727952167,-0.659240681,-0.282818228,0.082294605,-0.082294605,38.35540476,0.019110815
204,G1700310060900,2011-2015,Illinois,17,Cook County,31,60900,"Census Tract 609, Cook County, Illinois",44,3605,3244,6849,5671,5470,3968,0.252288439,4598,890,3708,6380,5130,1250,5148,4598,550,1.49,-1.853930034,-1.584805971,0.309336639,0.419592998,-0.145730318,-0.62184428,-1.802119693,-0.657486548,0.790013295,-1.091504143,-2.30697272,2.30697272,1.387559809,-0.908237729,-0.536031887,0.348084148,-0.348084148,40.00477452,0.008700473
205,G1700310260200,2011-2015,Illinois,17,Cook County,31,260200,"Census Tract 2602, Cook County, Illinois",44,546,684,1230,634,559,8,-0.942425137,375,291,84,806,405,401,528,375,153,3.28,-0.246166328,1.279953703,-0.686594065,0.126936582,-0.611678438,0.085413959,0.912045211,0.05245145,-1.355722266,0.374077525,1.1333799,-1.1333799,2.149333333,-1.015212812,0.248807417,-1.681653094,1.681653094,51.27064798,0.136721728
206,G1700310280100,2011-2015,Illinois,17,Cook County,31,280100,"Census Tract 2801, Cook County, Illinois",44,3355,3456,6811,5931,5931,5294,2.242070043,4230,1267,2963,6434,5892,542,4610,4230,380,1.61,-1.614175798,-1.459036034,3.629105651,3.387965214,0.842018487,-0.612258231,-1.531553627,-0.156363298,1.780604226,-0.992781896,-1.681058147,1.681058147,1.521040189,-0.077649402,-0.677479381,0.618901702,-0.618901702,31.13132107,0.00735965
207,G1700310420500,2011-2015,Illinois,17,Cook County,31,420500,"Census Tract 4205, Cook County, Illinois",44,784,1179,1963,1249,980,194,-0.983147582,872,374,498,1498,667,831,1379,872,507,2.25,-0.923119468,-0.466850976,0.242941258,-0.538508364,-0.8136658,-0.500755474,-0.233184273,-0.812659443,-0.842918889,-0.468100363,-0.916881941,0.916881941,1.717889908,-1.959319952,0.134299429,-2.545817816,2.545817816,68.50654351,0.07856255
208,G1700310510200,2011-2015,Illinois,17,Cook County,31,510200,"Census Tract 5102, Cook County, Illinois",44,1173,1454,2627,1873,1546,280,-0.285474067,1067,674,393,2301,1436,865,1153,1067,86,2.46,-0.584642898,-0.061592291,0.043755118,-0.057715681,-0.996525571,-0.289975389,-0.207376856,-0.046000726,-0.741091983,-0.295469109,0.280893799,-0.280893799,2.15651359,-0.218709995,-0.005743234,0.705905902,-0.705905902,33.98834217,0.031854116
209,G1700310691000,2011-2015,Illinois,17,Cook County,31,691000,"Census Tract 6910, Cook County, Illinois",44,1135,1464,2599,1855,1711,477,0.02684446,1062,508,554,2048,1327,721,1352,1062,290,2.44,0.712850619,-1.137623973,-0.686594065,-0.517604334,-0.832028287,-0.322188675,-0.168958118,0.336513549,-0.265023917,-0.307562355,-0.624827214,0.624827214,1.928436911,-0.507253711,-0.135431562,-0.846439696,0.846439696,42.15467783,0.03969367
210,G1700310832500,2011-2015,Illinois,17,Cook County,31,832500,"Census Tract 8325, Cook County, Illinois",44,1891,1933,3824,2215,2046,1580,1.167789327,1372,599,773,3122,2116,1006,1467,1372,95,2.37,-0.105134424,-0.816211912,1.637244243,0.5624372,3.249799657,0.003611605,-0.095282044,0.053835805,1.525830918,-0.029331659,-0.87145947,0.87145947,2.275510204,0.369895629,-0.081964012,0.814973858,-0.814973858,19.17034566,0.013972555
211,G1700310835500,2011-2015,Illinois,17,Cook County,31,835500,"Census Tract 8355, Cook County, Illinois",44,770,667,1437,1087,799,128,-1.313074796,704,305,399,1213,607,606,940,704,236,2.03,-0.500023756,-1.025828474,0.242941258,-2.061018526,-1.004941711,-0.295863166,-1.215063508,-0.78650431,-0.946576169,-0.639959947,-0.891248993,0.891248993,1.723011364,-1.667757729,0.043574003,-1.252162629,1.252162629,44.67419299,0.06345766
212,G1700310837300,2011-2015,Illinois,17,Cook County,31,837300,"Census Tract 8373, Cook County, Illinois",44,1139,999,2138,1259,1005,184,-0.977491687,654,431,223,1605,667,938,846,654,192,2.83,-0.810293944,0.902643892,-0.686594065,0.144356607,-0.42116763,0.386004755,0.192595046,0.161012235,-0.69283732,0.365165987,0.442408676,-0.442408676,2.45412844,-1.195356902,0.607942416,-0.984614122,0.984614122,46.42691118,0.070989161
213,G1700310020400,2011-2015,Illinois,17,Cook County,31,20400,"Census Tract 204, Cook County, Illinois",43,2288,2230,4518,3068,2642,1304,0.248668666,1751,1050,701,3472,2412,1060,1875,1751,124,2.57,-0.260269519,-0.145438915,0.309336639,0.074676508,-0.139609489,-0.071747055,-0.423692557,0.095340834,0.48849998,-0.198717999,0.091755949,-0.091755949,1.982866933,-0.123819965,-0.207805627,0.799714108,-0.799714108,27.38074399,0.015637204
214,G1700310040201,2011-2015,Illinois,17,Cook County,31,40201,"Census Tract 402.01, Cook County, Illinois",43,3263,3051,6314,4835,4313,2684,0.355150318,2777,1502,1275,5485,4220,1265,3024,2777,247,2.27,-0.006412091,-1.025828474,-0.553803305,0.276748795,0.763212812,-0.210336046,-0.848092618,0.199732367,1.053948193,-0.449658341,-0.255481617,0.255481617,1.975153043,0.30203392,-0.355272082,0.627218887,-0.627218887,22.569374,0.00812725
215,G1700310080300,2011-2015,Illinois,17,Cook County,31,80300,"Census Tract 803, Cook County, Illinois",43,2232,2501,4733,3756,3717,3142,1.976393797,2539,701,1838,4184,3749,435,2781,2539,242,1.86,-1.402627941,-1.011854036,2.433988806,2.555288031,1.693578844,-0.521802092,-1.123844497,-0.010529702,1.744806131,-0.784905156,-1.819479913,1.819479913,1.647892871,0.173013795,-0.634968936,0.567978759,-0.567978759,28.97731898,0.011412887
216,G1700310310600,2011-2015,Illinois,17,Cook County,31,310600,"Census Tract 3106, Cook County, Illinois",43,2402,2733,5135,3833,2529,989,-0.87199039,2082,776,1306,4360,2737,1623,2344,2082,262,2.44,0.980811237,-0.606595351,-0.686594065,-0.876456844,-0.591020639,-0.23276602,-0.328756256,-0.598408026,-0.199066213,-0.291920349,-1.248730167,1.248730167,2.09414025,-0.312278477,-0.036394966,0.293304668,-0.293304668,39.03266205,0.018747676
217,G1700310520200,2011-2015,Illinois,17,Cook County,31,520200,"Census Tract 5202, Cook County, Illinois",43,2031,2089,4120,1962,1158,136,-0.533805569,1045,767,278,2612,1659,953,1293,1045,248,3.94,1.333390997,2.00662445,-0.686594065,-0.726644631,-1.159492647,0.598562628,1.336815878,-0.849732472,-1.078317438,0.916441937,0.885123984,-0.885123984,2.499521531,0.505585019,0.093929496,-0.594629395,0.594629395,39.95449178,0.038233963
218,G1700310841100,2011-2015,Illinois,17,Cook County,31,841100,"Census Tract 8411, Cook County, Illinois",43,3975,3698,7673,5467,3579,1136,-0.932319938,2699,2026,673,6437,3884,2553,2934,2699,235,2.84,0.557715525,-0.047617853,2.234802665,-0.799808735,0.223049639,0.103062372,-0.189327498,-0.335796413,-0.337060605,0.016288945,0.98363255,-0.98363255,2.384957392,0.060610637,0.12733579,0.644799107,-0.644799107,21.26156367,0.007877571
219,G1700310020802,2011-2015,Illinois,17,Cook County,31,20802,"Census Tract 208.02, Cook County, Illinois",42,3916,3592,7508,4934,4000,1912,-0.281967413,2078,1341,737,6019,3983,2036,2441,2078,363,3.6,0.712850619,1.601365764,-0.686594065,0.029384443,-0.212294335,0.536425414,0.680505515,1.076634296,0.935666714,0.646731209,0.36154814,-0.36154814,2.89653513,1.491925866,0.160681262,-0.116501504,0.116501504,26.8925597,0.012941559
220,G1700310062000,2011-2015,Illinois,17,Cook County,31,62000,"Census Tract 620, Cook County, Illinois",42,1485,1518,3003,2496,2470,1852,1.142752565,1543,404,1139,2840,2575,265,1637,1543,94,1.94,-1.134667324,-0.983905162,-0.686594065,0.750573468,0.851199731,-0.434100844,-1.126843079,0.312142739,1.649875678,-0.71771044,-1.903742682,1.903742682,1.840570318,0.749085204,-0.634559466,0.896368515,-0.896368515,26.89976588,0.017433419
221,G1700310140800,2011-2015,Illinois,17,Cook County,31,140800,"Census Tract 1408, Cook County, Illinois",42,3490,3166,6656,5105,4318,2534,0.656534115,2669,1651,1018,5596,4244,1352,2847,2669,178,2.49,-0.711571612,0.050203209,-0.686594065,-0.019391626,1.208503133,-0.070774576,-0.6356517,0.352370073,1.010374825,-0.269459537,0.203550743,-0.203550743,2.096665418,0.513222109,-0.305051469,0.839783792,-0.839783792,19.96710878,0.00748112
222,G1700310351000,2011-2015,Illinois,17,Cook County,31,351000,"Census Tract 3510, Cook County, Illinois",42,1647,2462,4109,3177,2974,1694,-0.161949318,2154,659,1495,3687,2440,1247,2380,2154,226,1.91,-0.062824853,-1.067751786,0.64131354,0.085128522,1.146529738,-0.642276506,-0.740537638,-0.206929784,0.594879139,-0.749302708,-1.643164458,1.643164458,1.711699164,-0.857079771,-0.233832003,0.479893258,-0.479893258,34.35439971,0.015949118
223,G1700310430300,2011-2015,Illinois,17,Cook County,31,430300,"Census Tract 4303, Cook County, Illinois",42,866,1275,2141,1230,1035,252,-1.146075067,822,483,339,1467,840,627,1206,822,384,2.6,-1.388524751,0.203922021,-0.487407924,-0.158751824,-0.86186733,-0.33819784,0.249796256,-0.493629955,-0.628530877,-0.178759049,0.020483707,-0.020483707,1.784671533,-1.189303989,-0.052894489,-1.999372288,1.999372288,55.8414165,0.067933597
224,G1700310430400,2011-2015,Illinois,17,Cook County,31,430400,"Census Tract 4304, Cook County, Illinois",42,1335,2105,3440,1818,1502,452,-0.994534784,1113,634,479,2535,1404,1131,1429,1113,316,3,0.134619813,0.595206269,-0.421012544,0.018932428,-1.099814563,-0.1845998,1.07532284,-0.280469186,-0.374759174,0.219161587,-0.085600465,0.085600465,2.277628032,-0.471518915,0.196488971,-0.920075599,0.920075599,53.13366579,0.047739143
225,G1700310611900,2011-2015,Illinois,17,Cook County,31,611900,"Census Tract 6119, Cook County, Illinois",42,965,1015,1980,991,697,26,-0.905624113,524,352,172,1356,836,520,795,524,271,3.78,0.896192094,1.824956763,-0.686594065,-0.245851948,-0.615503956,0.491270753,1.186313797,-0.326112649,-1.283611456,0.78223269,0.517627971,-0.517627971,2.58778626,0.529135995,0.173060104,-2.248714008,2.248714008,47.6639619,0.090961759
226,G1700310671200,2011-2015,Illinois,17,Cook County,31,671200,"Census Tract 6712, Cook County, Illinois",42,404,660,1064,620,420,25,-1.130691032,321,216,105,786,458,328,487,321,166,3.31,-1.430834322,2.034573325,-0.686594065,0.140872602,-1.041666686,-0.122389202,1.475212651,-0.377388771,-1.211555941,0.402433865,0.524370432,-0.524370432,2.448598131,0.023875415,0.202034037,-2.248513404,2.248513404,60.59668808,0.188774729
227,G1700310835100,2011-2015,Illinois,17,Cook County,31,835100,"Census Tract 8351, Cook County, Illinois",42,2699,2886,5585,3261,1978,157,-0.43075516,1353,1071,282,4120,2724,1396,1505,1353,152,4.12,2.377027087,1.224055953,-0.686594065,-0.489732294,-0.955975078,0.65254204,1.661975804,-0.015307335,-1.11427753,1.068104923,1.225374327,-1.225374327,3.045084996,1.781238607,0.211850357,0.412891557,-0.412891557,28.02056752,0.020709954
228,G1700310840300,2011-2015,Illinois,17,Cook County,31,840300,"Census Tract 8403, Cook County, Illinois",42,2062,1963,4025,2550,1756,441,-0.293920204,1169,902,267,3077,2007,1070,1281,1169,112,3.44,0.867985714,1.154183766,-0.686594065,-0.4235362,-0.342361955,0.40948717,0.560695844,0.079507373,-0.448346406,0.507595903,1.107387882,-1.107387882,2.632164243,0.892982318,0.097226915,0.5634004,-0.5634004,25.38425145,0.021714501
229,G1700310842200,2011-2015,Illinois,17,Cook County,31,842200,"Census Tract 8422, Cook County, Illinois",42,1288,1326,2614,2343,2165,1643,1.394892369,1688,464,1224,2523,1863,660,1860,1688,172,1.55,-1.853930034,-1.445061597,3.56271027,2.523931987,0.88868981,-0.643950841,-1.607935911,-0.438303449,1.071362404,-1.043194773,-1.826635627,1.826635627,1.494668246,-0.944281613,-0.418781799,0.507463814,-0.507463814,35.87452294,0.021252679
230,G1700310842800,2011-2015,Illinois,17,Cook County,31,842800,"Census Tract 8428, Cook County, Illinois",42,4116,3330,7446,4376,2096,197,-0.720714049,1992,1595,397,5130,3046,2084,2303,1992,311,3.74,1.502629282,1.40572364,-0.686594065,-0.47231227,-0.485436336,0.727733097,0.542432151,-0.981629063,-1.157982158,0.748938468,1.279294902,-1.279294902,2.575301205,0.330471648,0.226025633,0.035153604,-0.035153604,29.81283281,0.014966282
231,G1700310081100,2011-2015,Illinois,17,Cook County,31,81100,"Census Tract 811, Cook County, Illinois",41,1721,2045,3766,3233,3139,2368,0.283094215,2631,529,2102,3728,2826,902,3151,2631,520,1.43,-1.71289813,-1.710575908,1.504453483,1.360274334,1.690518429,-0.758580551,-1.628014186,-0.649385735,0.884480413,-1.139116306,-2.262660861,2.262660861,1.416951729,-1.032842083,-0.466178501,-0.297549831,0.297549831,36.86285703,0.014010968
232,G1700310081700,2011-2015,Illinois,17,Cook County,31,81700,"Census Tract 817, Cook County, Illinois",41,1613,1621,3234,2879,2815,2547,1.565700401,2303,396,1907,3110,2772,338,2702,2303,399,1.4,-1.71289813,-1.752499221,3.297128749,2.945496586,0.78387061,-0.709883502,-1.806147023,-0.580433556,1.409437018,-1.161331682,-2.434635513,2.434635513,1.350412505,-0.644728942,-0.659141931,-0.104949523,0.104949523,39.86407981,0.017309631
233,G1700310090200,2011-2015,Illinois,17,Cook County,31,90200,"Census Tract 902, Cook County, Illinois",41,3257,3510,6767,5113,4917,2402,1.368762133,2692,1639,1053,5515,3923,1592,2920,2692,228,2.51,-0.133340805,-1.025828474,0.176545878,0.565921205,0.84890442,-0.173632267,-0.350151704,0.844551614,0.864685038,-0.25314849,0.146002219,-0.146002219,2.048662704,0.115231051,-0.221570488,0.667136809,-0.667136809,23.19806888,0.00861741
234,G1700310130100,2011-2015,Illinois,17,Cook County,31,130100,"Census Tract 1301, Cook County, Illinois",41,2208,2961,5169,3866,3457,1563,-0.747485286,2076,1131,945,4282,2009,2273,2117,2076,41,2.35,0.261548526,-1.361214972,1.039685821,-2.029662482,0.454110939,-0.327613825,-0.053037589,0.46413034,0.509336199,-0.272679355,-0.232290009,0.232290009,2.062620424,-1.351617407,0.27396308,1.318604679,-1.318604679,25.77881576,0.012417541
235,G1700310210502,2011-2015,Illinois,17,Cook County,31,210502,"Census Tract 2105.02, Cook County, Illinois",41,2304,2613,4917,2942,2019,425,-0.709779318,1494,981,513,3655,2375,1280,1714,1494,220,3.29,1.164152712,0.651104019,-0.686594065,-0.249335953,-0.066924643,0.176108631,0.730035679,-0.275988647,-0.684868666,0.383216466,0.428262433,-0.428262433,2.446452477,0.511973994,0.039602862,0.109343234,-0.109343234,31.84495035,0.021315228
236,G1700310221400,2011-2015,Illinois,17,Cook County,31,221400,"Census Tract 2214, Cook County, Illinois",41,1768,1266,3034,2116,1833,939,0.506652895,1272,632,640,2559,2048,511,1316,1272,44,2.39,-1.050048181,-0.075566728,-0.686594065,-0.096039735,0.673695685,0.015881123,-1.098972306,-0.064595862,0.471903762,-0.358353318,-0.515476684,0.515476684,2.011792453,0.573010849,-0.408217594,1.162518881,-1.162518881,22.47858591,0.017671844
237,G1700310380200,2011-2015,Illinois,17,Cook County,31,380200,"Census Tract 3802, Cook County, Illinois",41,733,1053,1786,1498,1253,476,-1.13042709,1117,310,807,1575,523,1052,1255,1117,138,1.6,-1.670588559,-1.417112722,1.637244243,-1.14820923,-0.053917881,-0.756372232,-1.226564708,-0.817608675,-0.323689259,-1.001982337,-1.81099686,1.81099686,1.410026858,-2.848289526,0.123303242,0.313438203,-0.313438203,49.58385509,0.044390202
238,G1700310730400,2011-2015,Illinois,17,Cook County,31,730400,"Census Tract 7304, Cook County, Illinois",41,1895,2124,4019,2909,2562,641,0.135852412,1295,997,298,3502,1981,1521,1369,1295,74,3.09,0.219238955,1.098286017,0.176545878,0.227972725,-0.712672119,0.093118929,0.465913842,1.202694732,-0.148187904,0.229581175,1.097254808,-1.097254808,2.704247104,0.332309167,0.352324727,0.933738468,-0.933738468,28.35863833,0.021898562
