,GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,NAME_E,fire_per_tract,total_males,total_females,total_pop,pop_above_25,educ_pop_above_25_HS_or_above,educ_pop_above_25_bach_or_above,med_income_past_12_month,num_HH,total_fam_HH_householder,total_nonfam_HH_householder,total_pop_over16,total_pop_over16_labor_force,total_pop_over16_NOT_labor_force,total_housing_units,total_occupied_housing_units,total_vacant_housing_units,av_HH_size_total,av_HH_size_owner,av_HH_size_renter,med_yr_built,med_rent,med_house_value_owner,male_per_HH,female_per_HH,educ_HS_per_HH,educ_bach_per_HH,med_pop_per_HH,famHH_per_HH,non-famHH_per_HH,pop_over16_per_HH,pop_over16_labor_force_per_HH,pop_over16_NOT_labor_force_per_HH,occupied_HH_per_total_housing_units,vacancy_per_total_housing_unit,prediction,fire_score
723,G1700310301701,2011-2015,Illinois,17,Cook County,31,301701,"Census Tract 3017.01, Cook County, Illinois",11,2067,1857,3924,2106,1067,129,-0.786548668,1029,778,251,2563,1588,975,1306,1029,277,3.81,1.728280328,1.531493577,-0.686594065,-1.029753061,-0.581839396,0.667193232,0.865124994,-1.017665642,-1.090501481,0.810706395,1.015679812,-1.015679812,2.490767736,0.37280748,0.128926159,-0.81982149,0.81982149,33.84486899,0.032891029
724,G1700310310200,2011-2015,Illinois,17,Cook County,31,310200,"Census Tract 3102, Cook County, Illinois",11,797,724,1521,1180,1013,573,0.525091113,654,297,357,1299,1128,171,718,654,64,2.32,0.176929384,-0.746339725,-0.686594065,0.740121453,-0.105944929,-0.164398146,-0.82779112,0.189861767,0.823571243,-0.407083864,-0.767856729,0.767856729,1.986238532,0.916708859,-0.546256696,0.544485016,-0.544485016,26.93555198,0.041185859
725,G1700310351400,2011-2015,Illinois,17,Cook County,31,351400,"Census Tract 3514, Cook County, Illinois",11,767,884,1651,1034,767,130,-1.507449058,739,331,408,1230,703,527,801,739,62,2.14,-0.542333327,-0.690441975,1.504453483,-2.266574818,0.056257044,-0.354658215,-0.611387411,-1.015401574,-0.961630052,-0.482054069,-0.804631802,0.804631802,1.664411367,-1.400879087,-0.101755653,0.674669982,-0.674669982,33.29814305,0.04505838
726,G1700310590600,2011-2015,Illinois,17,Cook County,31,590600,"Census Tract 5906, Cook County, Illinois",11,1853,2015,3868,2375,1631,309,-0.393690194,1211,876,335,2800,1851,949,1322,1211,111,3.19,0.614128286,0.679052893,-0.686594065,-0.503668314,-0.527517037,0.163448551,0.5235706,-0.286801696,-0.759593175,0.303725993,0.822498863,-0.822498863,2.312138728,0.328591133,-0.032349137,0.60187926,-0.60187926,29.66708153,0.024498003
727,G1700310620100,2011-2015,Illinois,17,Cook County,31,620100,"Census Tract 6201, Cook County, Illinois",11,2263,2341,4604,2547,1846,222,-0.282910062,1161,920,241,3373,2138,1235,1218,1161,57,3.97,1.728280328,1.475595827,0.442127399,-0.730128636,-0.566537323,0.604499994,1.378850888,0.28674438,-0.92262092,0.935238698,1.230371779,-1.230371779,2.905254091,1.266511947,0.243300902,1.014246914,-1.014246914,25.39559873,0.021873901
728,G1700310720400,2011-2015,Illinois,17,Cook County,31,720400,"Census Tract 7204, Cook County, Illinois",11,993,941,1934,1308,1285,591,1.398210494,697,504,193,1483,1022,461,732,697,35,2.77,-0.062824853,-0.299157727,0.242941258,-1.082013136,-0.082991819,0.052445922,-0.238019362,0.884863322,0.75160793,-0.039500699,0.820903313,-0.820903313,2.1276901,0.142207404,-0.152655927,1.002972018,-1.002972018,20.27774324,0.029092888
729,G1700310040401,2011-2015,Illinois,17,Cook County,31,40401,"Census Tract 404.01, Cook County, Illinois",10,1447,1562,3009,2358,2100,1526,0.81768942,1289,641,648,2486,1954,532,1412,1289,123,2.33,-0.274372709,-0.788263037,-0.686594065,0.151324616,1.564276328,-0.265523464,-0.573577584,0.379104283,1.608075673,-0.399979048,-0.512940468,0.512940468,1.928626843,0.290882634,-0.397398314,0.566964374,-0.566964374,21.82253495,0.016929818
730,G1700310051000,2011-2015,Illinois,17,Cook County,31,51000,"Census Tract 510, Cook County, Illinois",10,808,869,1677,1267,1220,872,1.951470153,738,387,351,1316,1043,273,780,738,42,2.27,-0.429507804,-0.900058537,-0.686594065,1.245302171,2.018747893,-0.29470439,-0.65677651,0.435581197,1.60223327,-0.450737944,-0.352833061,0.352833061,1.783197832,-0.016610926,-0.439524384,0.936045201,-0.936045201,22.02201934,0.029840135
731,G1700310110501,2011-2015,Illinois,17,Cook County,31,110501,"Census Tract 1105.01, Cook County, Illinois",10,2319,2528,4847,3469,3058,1370,0.552804999,1707,1202,505,3964,2729,1235,1895,1707,188,2.83,0.416683621,-0.550697601,-0.686594065,-0.123911775,0.425037001,-0.017182241,0.079604273,0.761826538,0.636011247,0.013489222,0.709030242,-0.709030242,2.322202695,0.53899782,-0.091554246,0.432732729,-0.432732729,22.16328895,0.012983766
732,G1700310160100,2011-2015,Illinois,17,Cook County,31,160100,"Census Tract 1601, Cook County, Illinois",10,1424,1266,2690,2019,1722,622,0.121863498,936,610,326,2233,1462,771,1044,936,108,2.87,0.092310241,0.31571752,-0.686594065,0.402172973,0.339345393,0.154214899,-0.231971225,0.875731631,0.284067241,0.041686273,0.399217996,-0.399217996,2.385683761,0.428897909,0.007084022,0.385690111,-0.385690111,25.85979546,0.027627987
733,G1700310161000,2011-2015,Illinois,17,Cook County,31,161000,"Census Tract 1610, Cook County, Illinois",10,850,872,1722,1188,1108,536,0.086155947,771,344,427,1384,1088,296,900,771,129,2.22,-0.175650376,-1.039802911,-0.686594065,-0.238883938,1.410490495,-0.286691115,-0.769635966,-0.073895354,0.362261353,-0.482575573,-0.814843337,0.814843337,1.795071336,-0.022977413,-0.425747907,-0.056850313,0.056850313,26.55149208,0.034437733
734,G1700310161100,2011-2015,Illinois,17,Cook County,31,161100,"Census Tract 1611, Cook County, Illinois",10,928,991,1919,1366,1290,812,1.30782929,747,529,218,1462,1078,384,820,747,73,2.57,-0.189753567,-0.508774289,-0.686594065,0.454433047,1.081495928,-0.139507922,-0.294880568,0.609613756,1.361165876,-0.207965619,0.732696811,-0.732696811,1.957161981,0.072758372,-0.297670843,0.54572881,-0.54572881,20.82700328,0.027880861
735,G1700310240700,2011-2015,Illinois,17,Cook County,31,240700,"Census Tract 2407, Cook County, Illinois",10,677,706,1383,1026,902,545,-0.006826969,592,303,289,1149,891,258,632,592,40,2.34,-0.091031234,-0.746339725,-0.686594065,-0.245851948,0.325573527,-0.243414715,-0.620229028,0.130237778,0.936922598,-0.398521256,-0.427057659,0.427057659,1.940878378,0.258414107,-0.37467639,0.83124937,-0.83124937,24.60117621,0.041556041
736,G1700310381500,2011-2015,Illinois,17,Cook County,31,381500,"Census Tract 3815, Cook County, Illinois",10,97,155,252,147,129,5,0.004974999,88,54,34,198,117,81,301,88,213,2.86,-1.261596037,0.665078456,-0.487407924,0.227972725,0.000251457,-0.286892784,0.760047813,-0.005938035,-1.265255861,0.033258986,0.174327501,-0.174327501,2.25,-0.267501547,0.102287743,-6.31806842,6.31806842,73.23532855,0.832219643
737,G1700310520400,2011-2015,Illinois,17,Cook County,31,520400,"Census Tract 5204, Cook County, Illinois",10,2025,2198,4223,2557,1790,285,-0.114854565,1233,991,242,3301,2233,1068,1419,1233,186,3.42,0.783366571,1.279953703,-0.686594065,-0.305080032,-0.87869961,0.281536983,0.811688,-0.039346354,-0.820824219,0.4927521,1.297180315,-1.297180315,2.677210057,1.175167181,0.048873274,0.07912495,-0.07912495,28.26756393,0.022925843
738,G1700310560100,2011-2015,Illinois,17,Cook County,31,560100,"Census Tract 5601, Cook County, Illinois",10,773,713,1486,1064,792,166,0.232869866,318,272,46,1190,610,580,353,318,35,3.93,2.306511135,0.022254334,0.508522779,-0.214495903,-0.705021082,1.111433714,1.926726455,2.410663296,-0.079271804,1.514295301,1.602061738,-1.602061738,3.742138365,1.4963967,0.991416701,0.433379602,-0.433379602,23.38451433,0.073536209
739,G1700310590500,2011-2015,Illinois,17,Cook County,31,590500,"Census Tract 5905, Cook County, Illinois",10,879,893,1772,1212,804,325,-0.002490782,626,375,251,1467,1078,389,681,626,55,2.8,0.75516019,-0.550697601,-0.686594065,-0.238883938,-0.264321383,0.030844077,-0.052511017,-0.434147602,-0.086520493,0.006274805,0.088118501,-0.088118501,2.343450479,0.908541222,-0.192022363,0.637385719,-0.637385719,25.46768379,0.040683201
740,G1700310829500,2011-2015,Illinois,17,Cook County,31,829500,"Census Tract 8295, Cook County, Illinois",10,2016,2134,4150,2863,2332,188,-0.667096163,1456,1078,378,3312,1943,1369,1645,1456,189,2.77,-0.062824853,0.189947583,0.442127399,-1.019301047,-1.075331246,0.010279879,0.042472898,0.314196113,-1.080924651,0.022321686,0.923006314,-0.923006314,2.274725275,-0.252722132,0.121766818,0.258699543,-0.258699543,30.87866928,0.021207877
741,G1700310831700,2011-2015,Illinois,17,Cook County,31,831700,"Census Tract 8317, Cook County, Illinois",10,1144,1140,2284,1484,1221,512,0.023790277,752,466,286,1749,1342,407,791,752,39,3.04,0.529509144,0.329691957,-0.686594065,-0.06468369,0.092216915,0.154119199,0.164529492,0.366133553,0.325676991,0.175359069,0.210031184,-0.210031184,2.325797872,1.095898636,-0.270934151,0.986434666,-0.986434666,23.78563011,0.031629827
742,G1700310840100,2011-2015,Illinois,17,Cook County,31,840100,"Census Tract 8401, Cook County, Illinois",10,1321,1318,2639,1835,1333,310,-0.829194117,926,585,341,2209,1448,761,1088,926,162,2.84,0.219238955,0.217896458,-0.686594065,-0.883424854,-0.055448088,0.054433812,-0.060255564,-0.068163955,-0.556626859,0.02200841,0.281318257,-0.281318257,2.385529158,0.434138698,0.005210494,-0.118582045,0.118582045,28.21968628,0.030474823
743,G1700310030400,2011-2015,Illinois,17,Cook County,31,30400,"Census Tract 304, Cook County, Illinois",9,1333,1299,2632,1867,1638,926,-0.323293153,1246,583,663,2201,1628,573,1358,1246,112,2.11,-0.626952469,-0.900058537,0.309336639,-0.615156472,0.730313355,-0.32104647,-0.984304925,-0.362776935,0.484576054,-0.581706018,-0.686526754,0.686526754,1.766452648,-0.336309603,-0.350996876,0.61840545,-0.61840545,25.60780425,0.02055201
744,G1700310050800,2011-2015,Illinois,17,Cook County,31,50800,"Census Tract 508, Cook County, Illinois",9,664,726,1390,1008,933,800,2.239996215,554,290,264,1110,964,146,614,554,60,2.51,0.261548526,-0.760314163,-0.686594065,1.635510725,2.800683818,-0.185552292,-0.334121127,0.508690744,2.271387976,-0.257011402,-0.35829415,0.35829415,2.003610108,0.962556814,-0.544219481,0.449249033,-0.449249033,18.49708489,0.03338824
745,G1700310060500,2011-2015,Illinois,17,Cook County,31,60500,"Census Tract 605, Cook County, Illinois",9,652,590,1242,1026,824,530,-0.529507088,715,210,505,1130,709,421,796,715,81,1.65,-0.824397135,-1.570831534,0.309336639,-1.761394101,3.2169002,-0.487277321,-1.511767707,-0.745221143,0.47968259,-0.888908742,-1.715441101,1.715441101,1.58041958,-1.280059956,-0.224100436,0.40443558,-0.40443558,22.62174169,0.0316388
746,G1700310081900,2011-2015,Illinois,17,Cook County,31,81900,"Census Tract 819, Cook County, Illinois",9,552,496,1048,884,818,584,3.180232218,492,246,246,904,724,180,924,492,432,2.13,-1.416731132,-0.17338779,1.504453483,1.795774953,1.757082446,-0.266180681,-1.067796806,0.457951312,1.616051359,-0.567199705,-0.496901786,0.496901786,1.837398374,0.157969822,-0.44352501,-3.653967468,3.653967468,33.05001937,0.067174836
747,G1700310090300,2011-2015,Illinois,17,Cook County,31,90300,"Census Tract 903, Cook County, Illinois",9,714,609,1323,943,911,503,1.3306414,503,353,150,1060,685,375,545,503,42,2.63,-0.119237615,-0.760314163,-0.022640263,1.140782022,0.649212369,0.046979016,-0.576141356,0.808255482,1.139327267,-0.157807342,0.695030611,-0.695030611,2.107355865,-0.170770514,-0.069868082,0.678431609,-0.678431609,22.58869824,0.044907949
748,G1700310100400,2011-2015,Illinois,17,Cook County,31,100400,"Census Tract 1004, Cook County, Illinois",9,1580,1481,3061,2258,2170,1157,1.612493506,1214,833,381,2345,1710,635,1257,1214,43,2.52,-0.387198232,-1.990064657,0.176545878,0.938709735,0.649977472,-0.077219336,-0.55381965,0.752469211,1.019625505,-0.246868191,0.602719963,-0.602719963,1.931630972,-0.030730689,-0.288805558,1.153933453,-1.153933453,20.18108285,0.016623627
749,G1700310151200,2011-2015,Illinois,17,Cook County,31,151200,"Census Tract 1512, Cook County, Illinois",9,1661,1880,3541,2697,2124,486,0.206965866,1232,802,430,2973,1923,1050,1349,1232,117,2.87,0.543612334,-0.941981849,-0.487407924,-0.573348413,0.016471655,-0.028033183,0.188836362,0.602817515,-0.404406825,0.041896387,0.394874264,-0.394874264,2.413149351,0.42563438,0.035186325,0.571175852,-0.571175852,25.44949453,0.020657057
750,G1700310161200,2011-2015,Illinois,17,Cook County,31,161200,"Census Tract 1612, Cook County, Illinois",9,1491,1321,2812,1850,1366,530,0.266842943,895,654,241,2249,1473,776,1039,895,144,3.14,0.72695381,0.31571752,-0.686594065,-0.11345976,-0.126602727,0.306361857,0.067511975,0.136389401,0.099612519,0.261033957,0.865956154,-0.865956154,2.512849162,0.680119819,0.049718718,-0.004274456,0.004274456,24.96719897,0.027896312
751,G1700310170600,2011-2015,Illinois,17,Cook County,31,170600,"Census Tract 1706, Cook County, Illinois",9,1347,1471,2818,1976,1721,432,0.372834417,973,696,277,2271,1390,881,985,973,12,2.89,0.205135765,-0.019668978,0.309336639,-0.259787968,0.157250725,0.010030248,0.154487154,0.708312005,-0.278191444,0.059912083,0.774915595,-0.774915595,2.334018499,0.029209272,0.087518075,1.398317185,-1.398317185,24.07206005,0.024740041
752,G1700310222900,2011-2015,Illinois,17,Cook County,31,222900,"Census Tract 2229, Cook County, Illinois",9,438,378,816,541,390,64,-0.181895775,280,171,109,665,470,195,380,280,100,2.91,0.05000067,0.497385207,-0.686594065,-0.517604334,-0.242133377,0.199387364,-0.238193441,-0.178227342,-0.827381686,0.074718509,0.157067319,-0.157067319,2.375,0.778282487,-0.118188345,-1.386351046,1.386351046,32.33454952,0.115480534
753,G1700310230300,2011-2015,Illinois,17,Cook County,31,230300,"Census Tract 2303, Cook County, Illinois",9,586,602,1188,618,387,86,-0.327214573,284,238,46,762,462,300,291,284,7,4.18,1.897518613,2.202266574,-0.686594065,-0.45837625,-0.42958377,0.724696797,1.629654136,-0.249407901,-0.638097493,1.113317735,1.499768987,-1.499768987,2.683098592,0.623041959,0.236018034,1.266589982,-1.266589982,28.27426874,0.099557284
754,G1700310231100,2011-2015,Illinois,17,Cook County,31,231100,"Census Tract 2311, Cook County, Illinois",9,597,630,1227,774,597,54,-0.666681398,340,235,105,927,518,409,399,340,59,3.55,1.685970757,0.637129581,-0.686594065,-0.559412393,-0.86186733,0.401047587,0.982275716,0.677949165,-1.0051996,0.643239249,0.632342778,-0.632342778,2.726470588,0.313731198,0.380298128,-0.107182804,0.107182804,36.01636876,0.105930496
755,G1700310282800,2011-2015,Illinois,17,Cook County,31,282800,"Census Tract 2828, Cook County, Illinois",9,736,781,1517,1062,994,549,0.239958588,653,281,372,1338,951,387,736,653,83,2.32,-0.006412091,-0.746339725,-0.686594065,0.534565161,0.052431526,-0.260755499,-0.611855075,0.126833493,0.733291274,-0.409182675,-0.908479434,0.908479434,2.049004594,0.112457835,-0.220323132,0.282242615,-0.282242615,32.21417063,0.049332574
756,G1700310411000,2011-2015,Illinois,17,Cook County,31,411000,"Census Tract 4110, Cook County, Illinois",9,1551,1688,3239,2491,2469,2007,0.398323651,1849,538,1311,3027,1751,1276,2215,1849,366,1.58,-1.402627941,-1.738524783,-0.686594065,-0.075135705,-0.548174835,-0.564170904,-1.298825333,-0.31393429,1.357180771,-0.876880194,-1.731615167,1.731615167,1.637101136,-1.413724623,-0.12441392,-0.299880352,0.299880352,43.06083234,0.023288714
757,G1700310630200,2011-2015,Illinois,17,Cook County,31,630200,"Census Tract 6302, Cook County, Illinois",9,1052,1051,2103,1232,718,97,-0.842956795,565,415,150,1427,875,552,614,565,49,3.72,2.391130277,0.986490517,-0.686594065,-0.838132789,-0.695839839,0.512683161,0.999834607,-0.466101259,-0.972419221,0.735982375,0.888325373,-0.888325373,2.525663717,0.389067451,0.157928476,0.648026457,-0.648026457,30.79277795,0.054500492
758,G1700310810400,2011-2015,Illinois,17,Cook County,31,810400,"Census Tract 8104, Cook County, Illinois",9,2597,2799,5396,3956,3784,1866,1.352397743,2146,1484,662,4396,2779,1617,2234,2146,88,2.51,-0.415404613,-0.424927664,0.442127399,-0.005455606,0.884099188,-0.173340397,-0.349123413,0.695397371,0.806688633,-0.252574637,0.634366654,-0.634366654,2.048462255,-0.371107583,-0.062026307,1.096428323,-1.096428323,21.60508168,0.010067606
759,G1700310838300,2011-2015,Illinois,17,Cook County,31,838300,"Census Tract 8383, Cook County, Illinois",9,734,714,1448,1129,979,552,-0.375666741,619,289,330,1273,800,473,726,619,107,2.11,-1.191080085,-0.648518663,3.49631489,0.342944889,0.715011282,-0.198995597,-0.715097567,0.266873469,0.863378456,-0.395976995,-0.692523373,0.692523373,2.056542811,-0.378778911,-0.051554091,-0.101782077,0.101782077,28.09072255,0.045380812
760,G1700310050900,2011-2015,Illinois,17,Cook County,31,50900,"Census Tract 509, Cook County, Illinois",8,823,723,1546,1091,1063,748,1.003165073,628,381,247,1151,939,212,711,628,83,2.46,-0.147443995,-0.466850976,-0.686594065,1.551894606,2.343916942,-0.06771835,-0.720434915,0.528878211,1.626480937,-0.295681667,0.133284179,-0.133284179,1.832802548,0.228916688,-0.471351024,0.238246593,-0.238246593,20.39635569,0.032478273
761,G1700310051100,2011-2015,Illinois,17,Cook County,31,51100,"Census Tract 511, Cook County, Illinois",8,806,648,1454,1076,1016,787,1.679836364,613,312,301,1177,998,179,732,613,119,2.37,-0.161547186,-0.746339725,-0.686594065,0.875997646,2.26587637,-0.06315516,-0.94897238,0.445736635,1.862984902,-0.369222854,-0.443904234,0.443904234,1.920065253,0.626931641,-0.516201972,-0.270269918,0.270269918,19.9654923,0.032570134
762,G1700310051200,2011-2015,Illinois,17,Cook County,31,51200,"Census Tract 512, Cook County, Illinois",8,738,898,1636,1104,1015,877,1.978354508,629,333,296,1225,1035,190,690,629,61,2.51,0.03589748,-0.522748726,-0.686594065,1.391630378,3.422713081,-0.212144352,-0.049731553,0.342554446,2.144510907,-0.181762325,-0.323171852,0.323171852,1.947535771,0.679097909,-0.506301138,0.552592343,-0.552592343,18.47396074,0.029370367
763,G1700310061500,2011-2015,Illinois,17,Cook County,31,61500,"Census Tract 615, Cook County, Illinois",8,940,903,1843,1335,1298,1088,1.871722032,793,328,465,1643,1449,194,869,793,76,2.32,-0.500023756,-0.480825414,-0.686594065,2.482123928,1.172543262,-0.199428729,-0.750914152,0.397151832,2.087730889,-0.408395461,-1.007137614,1.007137614,2.071878941,1.223732076,-0.562817338,0.563121317,-0.563121317,25.01402702,0.03154354
764,G1700310062300,2011-2015,Illinois,17,Cook County,31,62300,"Census Tract 623, Cook County, Illinois",8,885,726,1611,1180,1171,1063,3.156665988,671,285,386,1339,1219,120,717,671,46,2.4,-0.30257909,-0.578646476,1.172476582,2.64587216,3.500753653,-0.058858805,-0.888618909,0.652652746,2.628715515,-0.34552316,-0.941453641,0.941453641,1.995529061,1.192130684,-0.627577681,0.821651111,-0.821651111,16.77031779,0.024993022
765,G1700310063303,2011-2015,Illinois,17,Cook County,31,63303,"Census Tract 633.03, Cook County, Illinois",8,453,713,1166,1051,971,701,0.679949521,882,134,748,1131,645,486,1075,882,193,1.32,-1.896239606,-2.004039094,1.172476582,6.164717159,0.647682161,-0.906479727,-1.552498779,-0.866776847,0.616143373,-1.228666292,-2.552902957,2.552902957,1.282312925,-2.060042554,-0.261292389,-0.458520787,0.458520787,79.63266764,0.090286471
766,G1700310140601,2011-2015,Illinois,17,Cook County,31,140601,"Census Tract 1406.01, Cook County, Illinois",8,1675,1276,2951,1942,1241,340,-0.291884082,857,604,253,2365,1475,890,933,857,76,3.44,0.853882523,1.182132641,-0.686594065,-0.169203839,-0.035555393,0.610089612,0.098906125,-0.047999589,-0.398664803,0.50783612,0.712720745,-0.712720745,2.759626604,0.905771026,0.218468982,0.629684628,-0.629684628,24.83228359,0.028975827
767,G1700310150501,2011-2015,Illinois,17,Cook County,31,150501,"Census Tract 1505.01, Cook County, Illinois",8,1798,2109,3907,2756,2426,765,0.443231458,1300,986,314,3174,2201,973,1430,1300,130,3,0.416683621,-0.061592291,0.508522779,-0.015907621,-0.021783528,0.008660609,0.422605784,0.938018877,0.090135666,0.149288408,1.029783403,-1.029783403,2.441538462,0.821745195,-0.066979885,0.52481731,-0.52481731,22.84068415,0.017569757
768,G1700310170700,2011-2015,Illinois,17,Cook County,31,170700,"Census Tract 1707, Cook County, Illinois",8,1392,1500,2892,2008,1752,443,0.279323618,1067,794,273,2282,1519,763,1189,1067,122,2.71,-0.133340805,0.008279896,0.375732019,0.210552701,-0.17556936,-0.073946391,-0.102759673,0.409332479,-0.351627767,-0.092171687,0.94520319,-0.94520319,2.138706654,0.014366206,-0.099823572,0.395021815,-0.395021815,26.92007589,0.025229687
